modulename,category,gfx,add_equipment_type,manpower,critical_parts,dismantle_cost_ic,steel,rubber,aluminium,chromium
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_short_light_battery_2,ship_light_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_oldest_light_battery,ship_light_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_oldest_light_battery_2,ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_old_light_battery_1,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_SER_old_light_battery_1,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_old_light_battery_2,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_old_light_battery_3,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_2,dp_ship_light_battery,ship_light_dp_battery_2,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_3,dp_ship_light_battery,ship_light_dp_battery_3,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_4,dp_ship_light_battery,,,,,,,,,
build_cost_resources,,,,,,,1,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_5,dp_ship_light_battery,,,,,,,,,
build_cost_resources,,,,,,,1,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_FRA_light_battery,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ITA_light_battery,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ITA_light_battery_2,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ITA_light_battery_3,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_GER_light_battery,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_JAP_light_battery_1,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_JAP_light_battery_2,dp_ship_light_battery,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_Bofors_battery_1,ship_anti_air,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_dp_Bofors_battery_2,ship_anti_air,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_dp_Bofors_battery_3,ship_anti_air,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
equipment_modules,ship_sub_snorkel,ship_sub_snorkel_1,,,,,,,,
add_stats,,,,,,,,,,
ship_old_sub_snorkel_2,ship_sub_snorkel,ship_sub_snorkel_2,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_1,ship_sub_snorkel,ship_sub_snorkel_1,,,,,,,,
add_stats,,,,,,,,,,
ship_sub_snorkel_2,ship_sub_snorkel,ship_sub_snorkel_2,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_3,ship_sub_snorkel,ship_sub_snorkel_3,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_4,ship_sub_snorkel,ship_sub_snorkel_4,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_5,ship_sub_snorkel,ship_sub_snorkel_5,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_6,ship_sub_snorkel,ship_sub_snorkel_6,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_7,ship_sub_snorkel,ship_sub_snorkel_7,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
ship_sub_snorkel_8,ship_sub_snorkel,ship_sub_snorkel_8,,,,,,,,
add_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
equipment_modules,big_ship_deck_space,big_ship_deck_space,capital_ship,,,,,,,
multiply_stats,,,,800,,,,,,
build_cost_resources,,,,,,,2,,,
sub_missile_launcher,ship_rocket,,missile_launcher,,,,,,,
add_stats,,,,,,,,,,
multiply_stats,,,,,,,,,,
slbm_launcher,ship_nuclear_rocket,,missile_launcher,,,,,,,
add_stats,,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_armor_ice_carrier_deck_1,ship_ice_carrier_armor,ship_armor_ice_carrier_deck_1,,,,,,,,
build_cost_resources,,,,,,,2,,,
add_stats,,,,,,,,,,
ship_armor_ice_carrier_deck_2,ship_ice_carrier_armor,ship_armor_ice_carrier_deck_2,,,,,,,,
build_cost_resources,,,,,,,2,,,
add_stats,,,,,,,,,,
ship_armor_ice_carrier_deck_3,ship_ice_carrier_armor,ship_armor_ice_carrier_deck_3,,,,,,,,
build_cost_resources,,,,,,,3,,,
add_stats,,,,,,,,,,
equipment_modules,ship_extra_fuel_tank,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_extra_fuel_tank_2,ship_extra_fuel_tank,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_extra_fuel_tank_3,ship_extra_fuel_tank,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_extra_fuel_tank_4,ship_extra_fuel_tank,,,,,,,,,
multiply_stats,,,,,,,,,,
equipment_modules,ship_depth_charge_projection_device,,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_depth_charge_projection_device_2,ship_depth_charge_projection_device,,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_depth_charge_projection_device_3,ship_depth_charge_projection_device,,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_depth_charge_projection_device_4,ship_depth_charge_projection_device,,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_anti_submarine_battery_1,ship_depth_charge_projection_device,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_anti_submarine_battery_2,ship_depth_charge_projection_device,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_anti_submarine_battery_3,ship_depth_charge_projection_device,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_anti_submarine_battery_4,ship_depth_charge_projection_device,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
equipment_modules,ship_dp_secondaries,ship_older_secondaries_1,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_old_secondaries_2,ship_dp_secondaries,ship_older_secondaries_2,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_old_secondaries_3,ship_dp_secondaries,ship_dp_old_light_battery_3,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries,ship_dp_secondaries,ship_dp_light_battery,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries_2,ship_dp_secondaries,ship_dp_light_battery_2,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries_3,ship_dp_secondaries,ship_dp_light_battery_3,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries_4,ship_dp_secondaries,ship_dp_light_battery_4,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries_5,ship_dp_secondaries,ship_dp_light_battery_5,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries_6,ship_dp_secondaries,ship_dp_light_battery_6,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ship_secondaries_A,ship_dp_secondaries,dp_GER_light_battery,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_old_light_battery_1x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_old_light_battery_2x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_old_light_battery_3x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_batteryx4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_2x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_2,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_3x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_3,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_4x4,dp_ship_light_battery_secondaries,,,,,,,,,
build_cost_resources,,,,,,,1,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_light_battery_5x4,dp_ship_light_battery_secondaries,,,,,,,,,
build_cost_resources,,,,,,,1,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_FRA_light_batteryx4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ITA_light_batteryx4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ITA_light_battery_2x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_ITA_light_battery_3x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
dp_GER_light_batteryx4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_JAP_light_battery_1x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_dp_JAP_light_battery_2x4,dp_ship_light_battery_secondaries,ship_light_dp_battery_1,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
equipment_modules,SRHC_B,,,,,,,,,
SRM_BBY,SRHC_B,,,,,,,,,
multiply_stats,,,,,,,,,,
equipment_modules,sub_anti_ship_missile,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,1
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
sub_anti_ship_missile_1,sub_anti_ship_missile,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,1
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
sub_anti_ship_missile_2,sub_anti_ship_missile,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,2
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
sub_anti_ship_missile_3,sub_anti_ship_missile,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,2
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
sub_anti_ship_missile_4,sub_anti_ship_missile,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,2,,,3
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
sub_anti_ship_missile_5,sub_anti_ship_missile,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,2,,,3
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
equipment_modules,SUSRM_CV,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,1,1,,
SURM_SC,SUSRM_L,,,,,,,,,
can_convert_from,,,,,,,1,1,,
SURM_SF,SUSRMs,,,,,,,,,
can_convert_from,,,,,,,1,1,,
SURM_SM,SUSRMs,,,,,,,,,
can_convert_from,,,,,,,1,1,,
SURM_CSS,SUSRMs,,,,,,,,,
can_convert_from,,,,,,,,,,
SURM_MSM,SUSRMs,,,,,,,,,
can_convert_from,,,,,,,,,,
equipment_modules,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_old_light_medium_battery_2,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_old_light_medium_battery_3,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_light_medium_battery_1,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_light_medium_battery_2,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_light_medium_battery_3,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_light_medium_battery_4,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_light_medium_battery_5,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_USA_light_medium_battery,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
ship_JAP_light_medium_battery_1,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
ship_ENG_light_medium_battery_1,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
ship_JAP_light_medium_battery_2,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
ship_JAP_light_medium_battery_3,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
ship_JAP_light_medium_battery_4,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
ship_ITA_light_medium_battery,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_GER_light_medium_battery,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
can_convert_from,,,,,,,1,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_FRA_light_medium_battery,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_FRA_light_medium_battery_2,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
add_average_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
ship_JAP_light_medium_battery,ship_medium_battery,,,,,,,,,
multiply_stats,,,,,,,,,,
build_cost_resources,,,,,,,1,,,
add_average_stats,,,,,,,,,,
critical_parts,,,,,,,,,,
equipment_modules,ship_airplane_launcher,ship_airplane_launcher_1,,,,,,,,
multiply_stats,,,,,,,,,,
ship_airplane_launcher_2,ship_airplane_launcher,ship_airplane_launcher_2,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_jet_airplane_launcher_1,ship_airplane_launcher,ship_airplane_launcher_2,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_jet_airplane_launcher_2,ship_airplane_launcher,ship_airplane_launcher_2,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_jet_airplane_launcher_3,ship_airplane_launcher,ship_airplane_launcher_2,,,,,,,,
can_convert_from,,,,,,,,,,
multiply_stats,,,,,,,,,,
ship_large_airplane_launcher_1,ship_airplane_launcher,ship_airplane_launcher_1,,,,,,,,
multiply_stats,,,,,,,,,,
ship_large_airplane_1,ship_airplane_launcher,ship_airplane_launcher_1,,,,,,,,
multiply_stats,,,,,,,,,,
equipment_modules,SRMA,SRM_AC,,,,,,,,
can_convert_from,,,,,,,,,,
SRM_AAA,SRMA_1,,,,,,,,,
can_convert_from,,,,,,,,,,
SRM_AAG,SRMA_1,,,,,,,,,
can_convert_from,,,,,,,,,,
equipment_modules,bow_equipmnt,,,,,,,,,
build_cost_resources,,,,,,,,,20,
equipment_modules,ship_heli_deck_space,flush_deck,capital_ship,,,,,,,
multiply_stats,,,,30,,,,,,
build_cost_resources,,,,,,,2,2,2,
equipment_modules,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_engine_1,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_engine_2,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_engine_3,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_engine_4,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_engine_6,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_engine_5,sub_ship_engine,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
sub_nuke_engine,sub_engine_n,,,,,,,,,
multiply_stats,,,,,,,,,,
can_convert_from,,,,,,,,,,
critical_parts,,,,,,,,,,
