Section,create_equipment_variant,name,type,name_group,parent_version,design_team,obsolete,icon,ship_mtg_naval_range_upgrade,ship_mtg_armor_sub_upgrade,ship_mtg_engine_upgrade,ship_mtg_armor_upgrade,ship_anti_air_upgrade,ship_mtg_mid_engine_upgrade,ship_mtg_light_engine_upgrade,ship_mtg_carrier_engine_upgrade,ship_mtg_deck_space_upgrade,ship_mtg_hevy_engine_upgrade,ship_ASW_upgrade,ship_mtg_sp_hevy_engine_upgrade,submarine_mtg_engine_upgrade,mid_1_custom_slot,fixed_ship_deck_slot_2,fixed_ship_anti_air_slot,fixed_ship_battery_slot,rear_1_custom_slot,fixed_ship_engine_slot,fixed_ship_torpedo_slot,mid_2_custom_slot,front_1_custom_slot,fixed_ship_radar_slot,fixed_ship_torpedo_depth_charge_slot,fixed_ship_deck_slot_1,fixed_ship_fire_control_system_slot,fixed_ship_armor_slot,fixed_ship_secondaries_slot
siam_navy,create_equipment_variant,Chakri Naruebet Class,ship_hull_carrier_1,SIA_HISTORICAL_CV,,,,,6,5,3,6
siam_navy,create_equipment_variant,Great Pleiades Class,ship_hull_cruiser_coastal_defense_ship_2,SIA_HISTORICAL_BB,,,,,10,10,7,,
siam_navy,create_equipment_variant,Dhonburi Class,ship_hull_cruiser_coastal_defense_ship_1,SIA_HISTORICAL_BB,,,,,8,6,10,,
siam_navy,create_equipment_variant,Sri Ayuthia Class,ship_hull_cruiser_2,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Doi Ang Khang Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Phu Kradueng Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,6,8,,
siam_navy,create_equipment_variant,Taksin Class,ship_hull_cruiser_1,SIA_HISTORICAL_CL,0,,,,3,,3,,
siam_navy,create_equipment_variant,Bali Class,ship_hull_cruiser_2,SIA_HISTORICAL_CL,0,,,,3,2,4,,
siam_navy,create_equipment_variant,Maeklong Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,10,,5,,,,5
siam_navy,create_equipment_variant,Phra Ruang Class,ship_hull_light_0,SIA_HISTORICAL_DD,,,,,6,,0,,,5,,,
siam_navy,create_equipment_variant,Prap Porapak Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,4,,1,,,5,,,
siam_navy,create_equipment_variant,Kechon Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,5,,2,,,6,,,
siam_navy,create_equipment_variant,Ratnakosindra Class,ship_hull_micro,,,,,,8,8,,,,,,,
siam_navy,create_equipment_variant,Trad Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,3,,,,,3
siam_navy,create_equipment_variant,Sua Thayan Chon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Sriya Monthon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Matchanu Class,ship_hull_submarine_1,PHI_HISTORICAL_SS,0,,,,2,,,,,,,,,4
siam_navy,create_equipment_variant,Sunthorn Phu Class,ship_hull_cruiser_submarine,SIA_HISTORICAL_SS,0,,,,5,,,,,,,,,3
japan_navy,create_equipment_variant,Ariake Class,ship_hull_light_3,JAP_WEATHER,,,,,15,,,4,,,10,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Hatsutaka Class,ship_hull_light_2,JAP_PLANTS,,,,,14,,,6,,,4,,,,,,,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Sen ko II Class,ship_hull_miget_sub,JAP_HISTORICAL_MS,0,,,,10,,,,,,,,,,,,8,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Sen ko III Class,ship_hull_miget_sub,JAP_HISTORICAL_MS,0,,,,10,,,3,,,,,,,,,8,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kai Tyu VIII Class,ship_hull_submarine_2,JAP_MHISTORICAL_SS,,,,,5,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kai Tyu IX Class,ship_hull_submarine_3,JAP_MHISTORICAL_SS,,,,,7,,,2,,,,,,,,,4,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Sen Taka Oo Class,ship_hull_submarine_3,JAP_HISTORICAL_SS,,,,,7,,,3,,,,,,,,,8,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kai Dai VII Class,ship_hull_submarine_3,JAP_HISTORICAL_SS,,,,,8,5,,5,,,,,,,,,8,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kai Dai VIII Class,ship_hull_submarine_3,JAP_HISTORICAL_SS,,,,,8,6,,6,,,,,,,,,8,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Kai Dai IX Class,ship_hull_submarine_3,JAP_HISTORICAL_SS,,,,,10,8,,8,,,,,,,,,8,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Jyun Sen Otsu Kai I Class,ship_hull_cruiser_submarine,JAP_HISTORICAL_SS,,,,,5,5,,5,,,,,,,,,6,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Jyun Sen Otsu Kai II Class,ship_hull_cruiser_submarine,JAP_HISTORICAL_SS,,,,,8,6,,6,,,,,,,,,6,,,,,,,,,,,,,,,
japan_navy,create_equipment_variant,Jyun Sen Hei Class,ship_hull_cruiser_submarine,JAP_HISTORICAL_SS,,,,,10,5,,4,,,,,,,,,8,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Oodinn Class,ship_hull_pre_dreadnought_0,,,,,,1,,,3,,,,,,3,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Frey Class,ship_hull_pre_dreadnought_0,,,,,,3,,,4,,,,,,7,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Dellingr Class,ship_hull_cruiser_armored_cruiser,,,,,,1,,,3,,4,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Tordenskjold Class,ship_hull_cruiser_coastal_defense_ship_1,,,,,,1,,,3,,4,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Eidsvold Class,ship_hull_cruiser_coastal_defense_ship_1,,,,,,1,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Glommen Class,ship_hull_frigate_1,,,,,,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Brand Class,ship_hull_micro,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Gor Class,ship_hull_micro,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Vale Class,ship_hull_micro,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Hela Class,ship_hull_cruiser_1,,,,,,3,,,0,,4,,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Z1 Class,ship_hull_light_1,GER_HISTORICAL_DD,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Z5 Class,ship_hull_light_1,GER_HISTORICAL_DD,,,,,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,Sleipner Class,ship_hull_light_1,NOR_HISTORICAL_DD,,,,,3,,,,,,6,,,,,,,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,A Class,ship_hull_submarine_1,NOR_HISTORICAL_SS_A,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,B Class,ship_hull_submarine_1,NOR_HISTORICAL_SS_A,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
Reichskommissariat_Norwegen_navy,create_equipment_variant,U-Flak Class,ship_hull_submarine_1,NOR_HISTORICAL_SS_C,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
romania_navy,create_equipment_variant,Marasti Class,ship_hull_light_0,ROM_HISTORICAL_DD,0,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,
romania_navy,create_equipment_variant,Regele Ferdinand Class,ship_hull_light_1,ROM_HISTORICAL_DD,0,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Alberto di Giussano Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,5,,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Eritrea Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,5,,,0,,1,,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Giuseppe Sirtori Class,ship_hull_light_1_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Freccia Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Climene Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Perseo Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Libia_navy,create_equipment_variant,Alcione Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Faà di Bruno Class,ship_hull_monitor,ITA_HISTORICAL_BB,,,,,5,,,7,,0,,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Taranto Class,ship_hull_cruiser_0,ITA_HISTORICAL_CL,,,,,2,,,1,,4,,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Ancona Class,ship_hull_cruiser_0,ITA_HISTORICAL_CL,,,,,2,,,1,,4,,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Bari Class,ship_hull_cruiser_defenced_cruiser,ITA_HISTORICAL_CL,,,,,3,,,5,,4,,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Palestro Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Spica Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Gabbiano Class,ship_hull_frigate_1,ITA_HISTORICAL_DD,,,,,3,,4,,0,,,,,,0,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Goffredo Mameli Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Vettor Pisani Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Sirena Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Luigi Settembrini Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Pietro Micca Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,1,,,,2,,,2,,,,,,,,,3,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Argonauta Class,ship_hull_miget_sub,ITA_HISTORICAL_SS,,,,,4,,,4,,,,,,,,,3,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Ettore Fieramosca Class,ship_hull_cruiser_submarine,ITA_HISTORICAL_SS,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Albania_navy,create_equipment_variant,Pietro Calvi Class,ship_hull_cruiser_submarine,ITA_HISTORICAL_SS,,,,,6,,,2,,,,,,,,,3,,,,,,,,,,,,,,,
South_Africa_navy,create_equipment_variant,Grimsby Class,ship_hull_frigate_1,SAF_HISTORICAL_DD,0,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
South_Africa_navy,create_equipment_variant,Flower Class,ship_hull_frigate_1,ENG_HISTORICAL_DD,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,
South_Africa_navy,create_equipment_variant,M15 Class,ship_hull_monitor,SAF_HISTORICAL_BB,0,,,,3,,,5,,5,,,,,,,,,,,,,,,,,,,,,,
South_Africa_navy,create_equipment_variant,Artifex Class,ship_hull_cruiser_0_remodeling,SAF_HISTORICAL_CL,,,,,2,,,1,,5,,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Dingyan Class,ship_hull_super_heavy_1,MAN_HISTORICAL_BB,,,,,5,,,10,,,,,,5,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Hailon Class,ship_hull_carrier_1,MAN_HISTORICAL_CV,,,,,6,,,3,,,,6,4,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Hairong Class,ship_hull_torpedo_cruiser_1,MAN_HISTORICAL_CL,,,,,5,,,3,,6,,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Haiwang Class,ship_hull_light_1,MAN_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Jinghai Class,ship_hull_light_1,MAN_HISTORICAL_DD,,,,,5,,,1,,,5,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Baihu Class,ship_hull_light_0,MAN_HISTORICAL_DD,,,,,3,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Shenfeng Class,ship_hull_light_1,MAN_HISTORICAL_DD,,,,,5,,,2,,,6,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Muyue Class,ship_hull_light_1,MAN_HISTORICAL_DD,,,,,5,,,2,,,6,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Eun Min Class,ship_hull_frigate_2,MAN_HISTORICAL_DD,,,,,10,,10,,5,,,,,,5,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Aiguo Wan Class,ship_hull_cruiser_0_remodeling,MAN_HISTORICAL_MC,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Rong An Class,ship_hull_light_1,MAN_HISTORICAL_DD,,,,,5,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Xin Haida Class,ship_hull_submarine_3,MAN_HISTORICAL_SS,0,,,,8,,,,,,,,,,,,6,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,Haida V Class,ship_hull_submarine_3,MAN_HISTORICAL_SS,0,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,
Manchukou_navy,create_equipment_variant,I IX Class,ship_hull_cruiser_submarine,MAN_HISTORICAL_SS,0,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Conte di Cavour Class,ship_hull_dreadnought,ITA_HISTORICAL_BC,,,,,0,,,1,,,,,,5,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Giuseppe Miraglia Class,ship_hull_cruiser_0_remodeling,ITA_HISTORICAL_CL,,,,,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Luigi Cadorna Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,5,,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Alberto di Giussano Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,6,,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Animoso Class,ship_hull_light_0,ITA_HISTORICAL_DD,0,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Diana Class,ship_hull_cruiser_scout_cruiser,ITA_HISTORICAL_CL,,,,,1,,,0,,4,,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Navigatori Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Sella Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Curtatone Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Carlo Mirabello Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Rosolino Pilo Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Leone Class,ship_hull_light_1_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Suez_Canal_navy,create_equipment_variant,Ariete Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,2,,,3,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Luigi Cadorna Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Alberto di Giussano Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,0,,,0,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Nazario Sauro Class,ship_hull_light_0,ITA_HISTORICAL_DD,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Soldati Class,ship_hull_light_1,ITA_HISTORICAL_DD,0,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Archimede Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,18,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Brin Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,2,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Adua Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Perla Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,0,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Eritrea Class,ship_hull_cruiser_1,ITA_HISTORICAL_CL,0,,,,5,,,0,,1,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Giuseppe Sirtori Class,ship_hull_light_1_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Freccia Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Climene Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Perseo Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Alcione Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Conte di Cavour Class,ship_hull_dreadnought,ITA_HISTORICAL_BC,,,,,0,,,1,,,,,,5,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Giuseppe Miraglia Class,ship_hull_cruiser_0_remodeling,ITA_HISTORICAL_CL,,,,,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Animoso Class,ship_hull_light_0,ITA_HISTORICAL_DD,0,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Diana Class,ship_hull_cruiser_scout_cruiser,ITA_HISTORICAL_CL,,,,,1,,,0,,4,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Navigatori Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Sella Class,ship_hull_light_1,ITA_HISTORICAL_DD,,,,,4,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Curtatone Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Carlo Mirabello Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Rosolino Pilo Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Leone Class,ship_hull_light_1_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Ariete Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,2,,,3,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Taranto Class,ship_hull_cruiser_0,ITA_HISTORICAL_CL,,,,,2,,,1,,4,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Ancona Class,ship_hull_cruiser_0,ITA_HISTORICAL_CL,,,,,2,,,1,,4,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Bari Class,ship_hull_cruiser_defenced_cruiser,ITA_HISTORICAL_CL,,,,,3,,,5,,4,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Palestro Class,ship_hull_light_0_old,ITA_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Spica Class,ship_hull_large_frigate,ITA_HISTORICAL_DD,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Gabbiano Class,ship_hull_frigate_1,ITA_HISTORICAL_DD,,,,,4,,4,,2,,,,,,1,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Goffredo Mameli Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Vettor Pisani Class,ship_hull_submarine_1,ITA_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Sirena Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Luigi Settembrini Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Pietro Micca Class,ship_hull_submarine_2,ITA_HISTORICAL_SS,1,,,,2,,,2,,,,,,,,,3,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Argonauta Class,ship_hull_miget_sub,ITA_HISTORICAL_SS,,,,,4,,,4,,,,,,,,,3,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Ettore Fieramosca Class,ship_hull_cruiser_submarine,ITA_HISTORICAL_SS,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Pietro Calvi Class,ship_hull_cruiser_submarine,ITA_HISTORICAL_SS,,,,,6,,,2,,,,,,,,,3,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Caio Duilio Class,ship_hull_dreadnought,ITA_HISTORICAL_BC,,,,,3,,,2,,,,,,5,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Vittorio Veneto Class,ship_hull_heavy_0,ITA_HISTORICAL_BB,,,,,5,,,5,,,,,,7,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Italia Class,ship_hull_heavy_1,ITA_HISTORICAL_BB,,,,,5,,,3,,,,,,7,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Valcamonica Class,ship_hull_heavy_2,ITA_HISTORICAL_BB,,,,,7,,,4,,,,,,7,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Leonardo da Vinci Class,ship_hull_super_heavy_1,ITA_HISTORICAL_BB,,,,,3,,,2,,,,,,5,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Aquila Class,ship_hull_carrier_conversion_mc,ITA_HISTORICAL_CV,,,,,5,,,1,,,,5,3,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Falco Class,ship_hull_carrier_2,ITA_HISTORICAL_CV,,,,,5,,,1,,,,4,3,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Sparviero Class,ship_hull_carrier_conversion_tp,ITA_HISTORICAL_CV,,,,,5,,,1,,,,5,0,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Avvoltoio Class,ship_hull_light_carrier_2,ITA_HISTORICAL_CV,,,,,5,,,5,,,,5,2,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Trento Class,ship_hull_cruiser_1,ITA_HISTORICAL_CA,,,,,5,,,1,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Zara Class,ship_hull_cruiser_1,ITA_HISTORICAL_CA,,,,,5,,,1,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Bolzano Class,ship_hull_cruiser_2,ITA_HISTORICAL_CA,,,,,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Raimondo Montecuccoli Class,ship_hull_cruiser_2,ITA_HISTORICAL_CL,0,,,,3,,,1,,6,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Emanuele Filiberto Duca d'Aosta Class,ship_hull_cruiser_2,ITA_HISTORICAL_CL,0,,,,2,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Luigi di Savoia Duca degli Abruzzi Class,ship_hull_cruiser_3,ITA_HISTORICAL_CL,0,,,,3,,,2,,6,,,,,,,,,,,,,,,,,,,,,,
Italy_navy,create_equipment_variant,Costanzo Ciano Class,ship_hull_cruiser_3,ITA_HISTORICAL_CL,0,,,,3,,,3,,6,,,,,,,,,,,,,,,,,,,,,,
